id,brand,product,source,language,review_text,sentiment_label,sentiment_id,sarcastic
26,Samsung,Galaxy S21,review,en,"Great, Galaxy S21 froze right in the middle of my call, nice job Samsung 👏 Trop bien, j'adore perdre mon temps.",negative,0,1
27,Samsung,Galaxy S21,review,en,"Galaxy S21 is okay, nothing special.",neutral,1,0
28,Samsung,Galaxy S21,tweet,en,"Galaxy S21 is a complete disaster, huge disappointment 😡",negative,0,0
29,Samsung,Galaxy S21,review,en,"Basic use of Galaxy S21, does the job.",neutral,1,0
30,Samsung,Galaxy S21,review,en,"Galaxy S21 battery life is amazing, really impressed.",positive,2,0
31,Samsung,Galaxy S21,tweet,en,"Great, Galaxy S21 froze right in the middle of my call, nice job Samsung 👏",negative,0,0
32,Samsung,Galaxy S21,review,en,"Honestly Galaxy S21 is great, no major issues so far 😊",positive,2,0
33,Samsung,Galaxy S21,tweet,en,"Galaxy S21 is okay, nothing special.",neutral,1,0
34,Samsung,Galaxy S21,review,en,"Support for Galaxy S21 is terrible, no one answers.",negative,0,0
35,Samsung,Galaxy S21,tweet,en,"Basic use of Galaxy S21, does the job.",neutral,1,0
36,Samsung,Galaxy S21,review,en,"Galaxy S21 overheats all the time, can't even use it properly.",negative,0,0
37,Samsung,Galaxy S21,review,en,"Galaxy S21 is okay, nothing special.",neutral,1,0
38,Samsung,Galaxy S21,tweet,en,"Galaxy S21 is okay, nothing special.",neutral,1,0
39,Samsung,Galaxy S21,tweet,en,"Received Galaxy S21, matches the description.",neutral,1,0
40,Samsung,Galaxy S21,tweet,en,"Honestly Galaxy S21 is great, no major issues so far 😊",positive,2,0
41,Samsung,Galaxy S21,review,en,"Samsung did a good job with Galaxy S21, I would buy again.",positive,2,0
42,Samsung,Galaxy S21,tweet,en,"Samsung did a good job with Galaxy S21, I would buy again.",positive,2,0
43,Samsung,Galaxy S21,review,en,"Received Galaxy S21, matches the description.",neutral,1,0
44,Samsung,Galaxy S21,review,en,"Honestly Galaxy S21 is great, no major issues so far 😊",positive,2,0
45,Samsung,Galaxy S21,tweet,en,"Galaxy S21 battery life is amazing, really impressed.",positive,2,0
46,Samsung,Galaxy S21,review,en,"Support for Galaxy S21 is terrible, no one answers.",negative,0,0
47,Samsung,Galaxy S21,tweet,en,"Still testing Galaxy S21, too early to judge.",neutral,1,0
48,Samsung,Galaxy S21,review,en,"Still testing Galaxy S21, too early to judge.",neutral,1,0
49,Samsung,Galaxy S21,tweet,en,"Great, Galaxy S21 froze right in the middle of my call, nice job Samsung 👏",negative,0,0
50,Samsung,Galaxy S21,tweet,en,"Galaxy S21 is fine, but I expected a bit more.",neutral,1,0
51,Samsung,Galaxy S21,tweet,es,Samsung hizo un buen trabajo con Galaxy S21.,positive,2,0
52,Samsung,Galaxy S21,tweet,es,Samsung hizo un buen trabajo con Galaxy S21.,positive,2,0
53,Samsung,Galaxy S21,tweet,es,"Galaxy S21 no está mal, pero esperaba más.",neutral,1,0
54,Samsung,Galaxy S21,tweet,es,"Galaxy S21 se calienta demasiado, imposible usarlo bien.",negative,0,0
55,Samsung,Galaxy S21,review,es,"Galaxy S21 es un desastre total, muy decepcionado 😡",negative,0,0
56,Samsung,Galaxy S21,tweet,es,"Muy buena compra, Galaxy S21 vale la pena.",positive,2,0
57,Samsung,Galaxy S21,tweet,es,"Muchos fallos con Galaxy S21, no lo recomiendo. Franchement génial 🙃",negative,0,1
58,Samsung,Galaxy S21,review,es,"Genial, Galaxy S21 se ha colgado otra vez… Meilleure expérience de ma vie, vraiment.",negative,0,1
59,Samsung,Galaxy S21,tweet,es,"Todavía probando Galaxy S21, demasiado pronto para opinar.",neutral,1,0
60,Samsung,Galaxy S21,review,es,"Genial, Galaxy S21 se ha colgado otra vez… Trop bien, j'adore perdre mon temps.",negative,0,1
61,Samsung,Galaxy S21,review,es,"He recibido Galaxy S21, coincide con la descripción.",neutral,1,0
62,Samsung,Galaxy S21,tweet,es,"Galaxy S21 funciona muy bien, estoy muy contento 😊",positive,2,0
63,Samsung,Galaxy S21,review,es,"Galaxy S21 no está mal, pero esperaba más.",neutral,1,0
64,Samsung,Galaxy S21,tweet,es,"Galaxy S21 funciona muy bien, estoy muy contento 😊",positive,2,0
65,Samsung,Galaxy S21,review,es,"Uso básico de Galaxy S21, cumple su función.",neutral,1,0
66,Samsung,Galaxy S21,review,es,"Uso básico de Galaxy S21, cumple su función.",neutral,1,0
67,Samsung,Galaxy S21,tweet,es,"Uso básico de Galaxy S21, cumple su función.",neutral,1,0
68,Samsung,Galaxy S21,tweet,es,"Galaxy S21 es un desastre total, muy decepcionado 😡",negative,0,0
69,Samsung,Galaxy S21,review,es,"Galaxy S21 no está mal, pero esperaba más.",neutral,1,0
70,Samsung,Galaxy S21,review,es,"El soporte de Galaxy S21 es pésimo, nadie responde.",negative,0,0
71,Samsung,Galaxy S21,review,es,"Galaxy S21 es un desastre total, muy decepcionado 😡",negative,0,0
72,Samsung,Galaxy S21,review,es,"Por el precio, Galaxy S21 está genial.",positive,2,0
73,Samsung,Galaxy S21,review,es,"Galaxy S21 es un desastre total, muy decepcionado 😡",negative,0,0
74,Samsung,Galaxy S21,review,es,"Galaxy S21 está bien, nada especial.",neutral,1,0
75,Samsung,Galaxy S21,review,es,Samsung hizo un buen trabajo con Galaxy S21.,positive,2,0
76,Samsung,Galaxy S21,tweet,de,Die Akkulaufzeit von Galaxy S21 ist beeindruckend.,positive,2,0
77,Samsung,Galaxy S21,review,de,"Galaxy S21 ist in Ordnung, hatte aber mehr erwartet.",neutral,1,0
78,Samsung,Galaxy S21,review,de,Der Support für Galaxy S21 ist miserabel.,negative,0,0
79,Samsung,Galaxy S21,review,de,"Galaxy S21 ist okay, nichts Besonderes.",neutral,1,0
80,Samsung,Galaxy S21,tweet,de,"Der Support für Galaxy S21 ist miserabel. Meilleure expérience de ma vie, vraiment.",negative,0,1
81,Samsung,Galaxy S21,review,de,"Galaxy S21 funktioniert wirklich gut, bin sehr zufrieden 😊",positive,2,0
82,Samsung,Galaxy S21,review,de,"Sehr glücklich mit Galaxy S21, alles läuft schnell und flüssig.",positive,2,0
83,Samsung,Galaxy S21,review,de,Galaxy S21 wie beschrieben erhalten.,neutral,1,0
84,Samsung,Galaxy S21,tweet,de,"Galaxy S21 ist in Ordnung, hatte aber mehr erwartet.",neutral,1,0
85,Samsung,Galaxy S21,review,de,Für den Preis ist Galaxy S21 auf jeden Fall top.,positive,2,0
86,Samsung,Galaxy S21,tweet,de,"Teste Galaxy S21 noch, zu früh für ein Urteil.",neutral,1,0
87,Samsung,Galaxy S21,tweet,de,"Galaxy S21 funktioniert wirklich gut, bin sehr zufrieden 😊",positive,2,0
88,Samsung,Galaxy S21,review,de,Galaxy S21 wie beschrieben erhalten.,neutral,1,0
89,Samsung,Galaxy S21,review,de,"Teste Galaxy S21 noch, zu früh für ein Urteil.",neutral,1,0
90,Samsung,Galaxy S21,tweet,de,"Galaxy S21 funktioniert wirklich gut, bin sehr zufrieden 😊",positive,2,0
91,Samsung,Galaxy S21,review,de,"Sehr glücklich mit Galaxy S21, alles läuft schnell und flüssig.",positive,2,0
92,Samsung,Galaxy S21,tweet,de,"Ständige Abstürze mit Galaxy S21, danke Samsung… Merci pour rien.",negative,0,1
93,Samsung,Galaxy S21,tweet,de,"Teste Galaxy S21 noch, zu früh für ein Urteil.",neutral,1,0
94,Samsung,Galaxy S21,review,de,"Galaxy S21 ist eine komplette Katastrophe, große Enttäuschung 😡 Franchement génial 🙃",negative,0,1
95,Samsung,Galaxy S21,review,de,Für den Preis ist Galaxy S21 auf jeden Fall top.,positive,2,0
96,Samsung,Galaxy S21,review,de,"Galaxy S21 ist eine komplette Katastrophe, große Enttäuschung 😡",negative,0,0
97,Samsung,Galaxy S21,review,de,"Teste Galaxy S21 noch, zu früh für ein Urteil.",neutral,1,0
98,Samsung,Galaxy S21,tweet,de,Der Support für Galaxy S21 ist miserabel.,negative,0,0
99,Samsung,Galaxy S21,review,de,"Ständige Abstürze mit Galaxy S21, danke Samsung…",negative,0,0
100,Samsung,Galaxy S21,tweet,de,"Ständige Abstürze mit Galaxy S21, danke Samsung…",negative,0,0
101,Samsung,Galaxy S21,tweet,it,"Galaxy S21 è un disastro totale, molto deluso 😡",negative,0,0
102,Samsung,Galaxy S21,tweet,it,"Uso base di Galaxy S21, fa il suo dovere.",neutral,1,0
103,Samsung,Galaxy S21,tweet,it,"Troppi bug su Galaxy S21, non lo consiglio.",negative,0,0
104,Samsung,Galaxy S21,review,it,Samsung ha fatto un buon lavoro con Galaxy S21.,positive,2,0
105,Samsung,Galaxy S21,tweet,it,"Galaxy S21 è nella media, niente di speciale.",neutral,1,0
106,Samsung,Galaxy S21,review,it,Samsung ha fatto un buon lavoro con Galaxy S21.,positive,2,0
107,Samsung,Galaxy S21,tweet,it,"Galaxy S21 funziona benissimo, sono molto soddisfatto 😊",positive,2,0
108,Samsung,Galaxy S21,review,it,"Assistenza per Galaxy S21 pessima, nessuna risposta.",negative,0,0
109,Samsung,Galaxy S21,tweet,it,"La batteria di Galaxy S21 dura tanto, molto comodo.",positive,2,0
110,Samsung,Galaxy S21,review,it,"Ottimo acquisto, Galaxy S21 va davvero bene.",positive,2,0
111,Samsung,Galaxy S21,review,it,"Assistenza per Galaxy S21 pessima, nessuna risposta.",negative,0,0
112,Samsung,Galaxy S21,tweet,it,"Ricevuto Galaxy S21, conforme alla descrizione.",neutral,1,0
113,Samsung,Galaxy S21,review,it,"Galaxy S21 funziona benissimo, sono molto soddisfatto 😊",positive,2,0
114,Samsung,Galaxy S21,tweet,it,"Galaxy S21 si scalda troppo, difficile da usare.",negative,0,0
115,Samsung,Galaxy S21,tweet,it,"Galaxy S21 non è male, ma mi aspettavo di più.",neutral,1,0
116,Samsung,Galaxy S21,review,it,"Uso base di Galaxy S21, fa il suo dovere.",neutral,1,0
117,Samsung,Galaxy S21,tweet,it,"Galaxy S21 è nella media, niente di speciale.",neutral,1,0
118,Samsung,Galaxy S21,tweet,it,"Galaxy S21 funziona benissimo, sono molto soddisfatto 😊",positive,2,0
119,Samsung,Galaxy S21,review,it,"Galaxy S21 funziona benissimo, sono molto soddisfatto 😊",positive,2,0
120,Samsung,Galaxy S21,tweet,it,"Ricevuto Galaxy S21, conforme alla descrizione.",neutral,1,0
121,Samsung,Galaxy S21,review,it,"Troppi bug su Galaxy S21, non lo consiglio.",negative,0,0
122,Samsung,Galaxy S21,tweet,it,"Galaxy S21 è un disastro totale, molto deluso 😡",negative,0,0
123,Samsung,Galaxy S21,review,it,"Troppi bug su Galaxy S21, non lo consiglio. Trop bien, j'adore perdre mon temps.",negative,0,1
124,Samsung,Galaxy S21,review,it,"Galaxy S21 è un disastro totale, molto deluso 😡",negative,0,0
125,Samsung,Galaxy S21,tweet,it,"Galaxy S21 è un disastro totale, molto deluso 😡 Meilleure expérience de ma vie, vraiment.",negative,0,1
126,Samsung,Galaxy S21,tweet,pt,"Ainda testando Galaxy S21, cedo pra opinar.",neutral,1,0
127,Samsung,Galaxy S21,tweet,pt,"O suporte de Galaxy S21 é péssimo, ninguém responde. Non vraiment, continuez comme ça…",negative,0,1
128,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 esquenta demais, difícil de usar.",negative,0,0
129,Samsung,Galaxy S21,review,pt,"A bateria de Galaxy S21 dura bastante, gostei.",positive,2,0
130,Samsung,Galaxy S21,review,pt,"Galaxy S21 é um desastre completo, muito decepcionado 😡",negative,0,0
131,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 esquenta demais, difícil de usar.",negative,0,0
132,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é um desastre completo, muito decepcionado 😡",negative,0,0
133,Samsung,Galaxy S21,review,pt,"Galaxy S21 não é ruim, mas esperava mais.",neutral,1,0
134,Samsung,Galaxy S21,review,pt,"Recebi Galaxy S21, igual à descrição.",neutral,1,0
135,Samsung,Galaxy S21,review,pt,"Galaxy S21 esquenta demais, difícil de usar.",negative,0,0
136,Samsung,Galaxy S21,review,pt,"Galaxy S21 funciona muito bem, estou bem satisfeito 😊",positive,2,0
137,Samsung,Galaxy S21,review,pt,"Galaxy S21 funciona muito bem, estou bem satisfeito 😊",positive,2,0
138,Samsung,Galaxy S21,review,pt,"Muitos bugs em Galaxy S21, não recomendo.",negative,0,0
139,Samsung,Galaxy S21,review,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
140,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
141,Samsung,Galaxy S21,tweet,pt,"O suporte de Galaxy S21 é péssimo, ninguém responde.",negative,0,0
142,Samsung,Galaxy S21,review,pt,"Galaxy S21 não é ruim, mas esperava mais.",neutral,1,0
143,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
144,Samsung,Galaxy S21,review,pt,"Galaxy S21 funciona muito bem, estou bem satisfeito 😊",positive,2,0
145,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é um desastre completo, muito decepcionado 😡",negative,0,0
146,Samsung,Galaxy S21,tweet,pt,"Pelo preço, Galaxy S21 é muito bom.",positive,2,0
147,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
148,Samsung,Galaxy S21,tweet,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
149,Samsung,Galaxy S21,review,pt,"Recebi Galaxy S21, igual à descrição.",neutral,1,0
150,Samsung,Galaxy S21,review,pt,"Galaxy S21 é ok, nada demais.",neutral,1,0
151,Samsung,Galaxy S21,review,ar,بالنسبة للسعر، Galaxy S21 خيار ممتاز.,positive,2,0
152,Samsung,Galaxy S21,tweet,ar,بالنسبة للسعر، Galaxy S21 خيار ممتاز.,positive,2,0
153,Samsung,Galaxy S21,tweet,ar,استخدام بسيط لـ Galaxy S21، يقوم بالغرض.,neutral,1,0
154,Samsung,Galaxy S21,review,ar,استلمت Galaxy S21، مطابق للوصف.,neutral,1,0
155,Samsung,Galaxy S21,tweet,ar,رائع، Galaxy S21 تعطل مرة أخرى…,negative,0,0
156,Samsung,Galaxy S21,tweet,ar,ما زلت أجرب Galaxy S21، من المبكر الحكم.,neutral,1,0
157,Samsung,Galaxy S21,review,ar,تجربة رائعة مع Galaxy S21، أنصح به.,positive,2,0
158,Samsung,Galaxy S21,tweet,ar,Galaxy S21 عادي، لا شيء مميز.,neutral,1,0
159,Samsung,Galaxy S21,review,ar,"Galaxy S21 سيء جدًا، تجربة مخيبة للآمال 😡 Trop bien, j'adore perdre mon temps.",negative,0,1
160,Samsung,Galaxy S21,tweet,ar,"Galaxy S21 يسخن بشكل مبالغ فيه، صعب الاستخدام. Trop bien, j'adore perdre mon temps.",negative,0,1
161,Samsung,Galaxy S21,tweet,ar,استخدام بسيط لـ Galaxy S21، يقوم بالغرض.,neutral,1,0
162,Samsung,Galaxy S21,tweet,ar,"رائع، Galaxy S21 تعطل مرة أخرى… Trop bien, j'adore perdre mon temps.",negative,0,1
163,Samsung,Galaxy S21,review,ar,Galaxy S21 ممتاز جدًا، أنا راضٍ عنه 😊,positive,2,0
164,Samsung,Galaxy S21,tweet,ar,استخدام بسيط لـ Galaxy S21، يقوم بالغرض.,neutral,1,0
165,Samsung,Galaxy S21,review,ar,Galaxy S21 يسخن بشكل مبالغ فيه، صعب الاستخدام.,negative,0,0
166,Samsung,Galaxy S21,review,ar,خدمة الدعم لـ Galaxy S21 سيئة جدًا، لا أحد يرد.,negative,0,0
167,Samsung,Galaxy S21,tweet,ar,Galaxy S21 عادي، لا شيء مميز.,neutral,1,0
168,Samsung,Galaxy S21,tweet,ar,رائع، Galaxy S21 تعطل مرة أخرى…,negative,0,0
169,Samsung,Galaxy S21,tweet,ar,مشاكل كثيرة مع Galaxy S21، لا أنصح به.,negative,0,0
170,Samsung,Galaxy S21,review,ar,بطارية Galaxy S21 تدوم لفترة طويلة، شيء جميل.,positive,2,0
171,Samsung,Galaxy S21,review,ar,مشاكل كثيرة مع Galaxy S21، لا أنصح به.,negative,0,0
172,Samsung,Galaxy S21,tweet,ar,Galaxy S21 عادي، لا شيء مميز.,neutral,1,0
173,Samsung,Galaxy S21,review,ar,Galaxy S21 ممتاز جدًا، أنا راضٍ عنه 😊,positive,2,0
174,Samsung,Galaxy S21,tweet,ar,Galaxy S21 ممتاز جدًا، أنا راضٍ عنه 😊,positive,2,0
175,Samsung,Galaxy S21,tweet,ar,بالنسبة للسعر، Galaxy S21 خيار ممتاز.,positive,2,0
176,Samsung,Galaxy S22,tweet,fr,"Franchement Galaxy S22 c'est une dinguerie, rien à dire 😍",positive,2,0
177,Samsung,Galaxy S22,review,fr,"Galaxy S22 tient bien la batterie, interface fluide, j'aime bien.",positive,2,0
178,Samsung,Galaxy S22,review,fr,"Reçu Galaxy S22, conforme à la description.",neutral,1,0
179,Samsung,Galaxy S22,review,fr,"Galaxy S22 est correct sans plus, rien de spécial à dire.",neutral,1,0
180,Samsung,Galaxy S22,tweet,fr,"Encore un bug avec Galaxy S22, sérieux Samsung abuse là… Merci pour rien.",negative,0,1
181,Samsung,Galaxy S22,review,fr,"Galaxy S22 OK, mais je m'attendais à un peu mieux.",neutral,1,0
182,Samsung,Galaxy S22,review,fr,"Samsung a fait un bon boulot avec Galaxy S22, je recommande.",positive,2,0
183,Samsung,Galaxy S22,review,fr,"Reçu Galaxy S22, conforme à la description.",neutral,1,0
184,Samsung,Galaxy S22,tweet,fr,"Super, Galaxy S22 qui plante en pleine réunion, merci Samsung 👏",negative,0,0
185,Samsung,Galaxy S22,tweet,fr,"Pour le prix, Galaxy S22 fait largement le taf 👍",positive,2,0
186,Samsung,Galaxy S22,tweet,fr,"Reçu Galaxy S22, conforme à la description.",neutral,1,0
187,Samsung,Galaxy S22,review,fr,"Service client pour Galaxy S22 inexistant, très mauvaise expérience.",negative,0,0
188,Samsung,Galaxy S22,review,fr,"Samsung a fait un bon boulot avec Galaxy S22, je recommande.",positive,2,0
189,Samsung,Galaxy S22,review,fr,"Galaxy S22 chauffe tout le temps, impossible de jouer plus de 10 minutes. Franchement génial 🙃",negative,0,1
190,Samsung,Galaxy S22,tweet,fr,"Utilisation basique de Galaxy S22, ça fait ce que ça doit faire.",neutral,1,0
191,Samsung,Galaxy S22,review,fr,"Très satisfait de Galaxy S22, ça marche super bien.",positive,2,0
192,Samsung,Galaxy S22,tweet,fr,"Pour le prix, Galaxy S22 fait largement le taf 👍",positive,2,0
193,Samsung,Galaxy S22,tweet,fr,"Encore un bug avec Galaxy S22, sérieux Samsung abuse là…",negative,0,0
194,Samsung,Galaxy S22,tweet,fr,"Galaxy S22 OK, mais je m'attendais à un peu mieux.",neutral,1,0
195,Samsung,Galaxy S22,tweet,fr,"Pour le prix, Galaxy S22 fait largement le taf 👍",positive,2,0
196,Samsung,Galaxy S22,review,fr,"Utilisation basique de Galaxy S22, ça fait ce que ça doit faire.",neutral,1,0
197,Samsung,Galaxy S22,review,fr,"Samsung a fait un bon boulot avec Galaxy S22, je recommande.",positive,2,0
198,Samsung,Galaxy S22,review,fr,"Galaxy S22 tient bien la batterie, interface fluide, j'aime bien.",positive,2,0
199,Samsung,Galaxy S22,tweet,fr,"Galaxy S22 c'est une catastrophe, je regrette grave cet achat 😡 Merci pour rien.",negative,0,1
200,Samsung,Galaxy S22,tweet,fr,"Galaxy S22 est correct sans plus, rien de spécial à dire.",neutral,1,0
201,Samsung,Galaxy S22,tweet,en,"Another crash with Galaxy S22, thanks Samsung…",negative,0,0
202,Samsung,Galaxy S22,review,en,"Very happy with Galaxy S22, smooth and fast.",positive,2,0
203,Samsung,Galaxy S22,tweet,en,"Very happy with Galaxy S22, smooth and fast.",positive,2,0
204,Samsung,Galaxy S22,review,en,"Honestly Galaxy S22 is great, no major issues so far 😊",positive,2,0
205,Samsung,Galaxy S22,review,en,"Great, Galaxy S22 froze right in the middle of my call, nice job Samsung 👏 Trop bien, j'adore perdre mon temps.",negative,0,1
206,Samsung,Galaxy S22,tweet,en,"Support for Galaxy S22 is terrible, no one answers.",negative,0,0
207,Samsung,Galaxy S22,review,en,"Galaxy S22 is okay, nothing special.",neutral,1,0
208,Samsung,Galaxy S22,review,en,"Galaxy S22 is okay, nothing special.",neutral,1,0
209,Samsung,Galaxy S22,review,en,"Still testing Galaxy S22, too early to judge.",neutral,1,0
210,Samsung,Galaxy S22,tweet,en,"Galaxy S22 overheats all the time, can't even use it properly. Non vraiment, continuez comme ça…",negative,0,1
211,Samsung,Galaxy S22,review,en,"Great, Galaxy S22 froze right in the middle of my call, nice job Samsung 👏",negative,0,0
212,Samsung,Galaxy S22,review,en,"For the price, Galaxy S22 is definitely worth it.",positive,2,0
213,Samsung,Galaxy S22,review,en,"Very happy with Galaxy S22, smooth and fast.",positive,2,0
214,Samsung,Galaxy S22,tweet,en,"Support for Galaxy S22 is terrible, no one answers. Meilleure expérience de ma vie, vraiment.",negative,0,1
215,Samsung,Galaxy S22,review,en,"Galaxy S22 is okay, nothing special.",neutral,1,0
216,Samsung,Galaxy S22,review,en,"Very happy with Galaxy S22, smooth and fast.",positive,2,0
217,Samsung,Galaxy S22,review,en,"Galaxy S22 is fine, but I expected a bit more.",neutral,1,0
218,Samsung,Galaxy S22,review,en,"Honestly Galaxy S22 is great, no major issues so far 😊",positive,2,0
219,Samsung,Galaxy S22,review,en,"Galaxy S22 is a complete disaster, huge disappointment 😡",negative,0,0
220,Samsung,Galaxy S22,tweet,en,"Honestly Galaxy S22 is great, no major issues so far 😊",positive,2,0
221,Samsung,Galaxy S22,review,en,"Galaxy S22 battery life is amazing, really impressed.",positive,2,0
222,Samsung,Galaxy S22,review,en,"Galaxy S22 battery life is amazing, really impressed.",positive,2,0
223,Samsung,Galaxy S22,tweet,en,"Another crash with Galaxy S22, thanks Samsung… Non vraiment, continuez comme ça…",negative,0,1
224,Samsung,Galaxy S22,review,en,"Galaxy S22 battery life is amazing, really impressed.",positive,2,0
225,Samsung,Galaxy S22,tweet,en,"Galaxy S22 is okay, nothing special.",neutral,1,0
226,Samsung,Galaxy S22,review,es,"La batería de Galaxy S22 dura bastante, me gusta.",positive,2,0
227,Samsung,Galaxy S22,tweet,es,"Galaxy S22 es un desastre total, muy decepcionado 😡 Non vraiment, continuez comme ça…",negative,0,1
228,Samsung,Galaxy S22,tweet,es,"Galaxy S22 es un desastre total, muy decepcionado 😡 Trop bien, j'adore perdre mon temps.",negative,0,1
229,Samsung,Galaxy S22,review,es,"La batería de Galaxy S22 dura bastante, me gusta.",positive,2,0
230,Samsung,Galaxy S22,review,es,"Galaxy S22 funciona muy bien, estoy muy contento 😊",positive,2,0
231,Samsung,Galaxy S22,review,es,"Galaxy S22 se calienta demasiado, imposible usarlo bien. Merci pour rien.",negative,0,1
232,Samsung,Galaxy S22,review,es,"Uso básico de Galaxy S22, cumple su función.",neutral,1,0
233,Samsung,Galaxy S22,review,es,"Galaxy S22 está bien, nada especial.",neutral,1,0
234,Samsung,Galaxy S22,review,es,"Muy buena compra, Galaxy S22 vale la pena.",positive,2,0
235,Samsung,Galaxy S22,tweet,es,"Genial, Galaxy S22 se ha colgado otra vez…",negative,0,0
236,Samsung,Galaxy S22,review,es,"Galaxy S22 se calienta demasiado, imposible usarlo bien.",negative,0,0
237,Samsung,Galaxy S22,review,es,Samsung hizo un buen trabajo con Galaxy S22.,positive,2,0
238,Samsung,Galaxy S22,tweet,es,"Galaxy S22 no está mal, pero esperaba más.",neutral,1,0
239,Samsung,Galaxy S22,review,es,"He recibido Galaxy S22, coincide con la descripción.",neutral,1,0
240,Samsung,Galaxy S22,tweet,es,"La batería de Galaxy S22 dura bastante, me gusta.",positive,2,0
241,Samsung,Galaxy S22,tweet,es,"El soporte de Galaxy S22 es pésimo, nadie responde. Merci pour rien.",negative,0,1
242,Samsung,Galaxy S22,tweet,es,"He recibido Galaxy S22, coincide con la descripción.",neutral,1,0
243,Samsung,Galaxy S22,tweet,es,"Todavía probando Galaxy S22, demasiado pronto para opinar.",neutral,1,0
244,Samsung,Galaxy S22,review,es,"Todavía probando Galaxy S22, demasiado pronto para opinar.",neutral,1,0
245,Samsung,Galaxy S22,review,es,"Todavía probando Galaxy S22, demasiado pronto para opinar.",neutral,1,0
246,Samsung,Galaxy S22,review,es,"El soporte de Galaxy S22 es pésimo, nadie responde.",negative,0,0
247,Samsung,Galaxy S22,tweet,es,Samsung hizo un buen trabajo con Galaxy S22.,positive,2,0
248,Samsung,Galaxy S22,review,es,"Por el precio, Galaxy S22 está genial.",positive,2,0
249,Samsung,Galaxy S22,tweet,es,"Muchos fallos con Galaxy S22, no lo recomiendo.",negative,0,0
